crop ID,soil_type,Seedling Stage,MOI,temp,humidity,result
Tomato,Red Soil,Vegetative Growth / Root or Tuber Development,68,34,58.0,0
Tomato,Sandy Soil,Maturation,78,28,66.5,0
Chilli,Clay Soil,Flowering,40,21,85.4,1
Chilli,Chalky Soil,Germination,52,32,54.5,1
Chilli,Black Soil,Seedling Stage,78,30,67.6,1
Tomato,Sandy Soil,Germination,95,35,52.9,0
Wheat,Loam Soil,Vegetative Growth / Root or Tuber Development,40,30,67.5,1
Wheat,Clay Soil,Vegetative Growth / Root or Tuber Development,14,26,62.0,0
Chilli,Sandy Soil,Germination,8,17,90.8,0
Chilli,Red Soil,Seedling Stage,100,37,81.4,0
Wheat,Black Soil,Maturation,65,22,63.8,0
Wheat,Sandy Soil,Flowering,3,14,91.0,0
Chilli,Sandy Soil,Flowering,45,19,83.6,1
Carrot,Alluvial Soil,Maturation,46,15,90.9,0
Chilli,Chalky Soil,Seedling Stage,64,16,88.0,0
Tomato,Loam Soil,Germination,93,16,90.1,0
Chilli,Loam Soil,Harvest,45,18,86.9,0
Wheat,Clay Soil,Vegetative Growth / Root or Tuber Development,15,14,90.8,0
Chilli,Chalky Soil,Flowering,24,29,83.6,1
Chilli,Red Soil,Germination,28,24,74.9,0
Tomato,Sandy Soil,Flowering,23,26,82.4,0
Wheat,Sandy Soil,Maturation,58,35,51.7,0
Wheat,Clay Soil,Flowering,33,26,68.2,1
Potato,Clay Soil,Maturation,60,25,76.0,1
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,59,28,87.1,0
Carrot,Black Soil,Flowering,52,14,89.3,0
Potato,Clay Soil,Germination,90,16,90.5,0
Tomato,Sandy Soil,Vegetative Growth / Root or Tuber Development,13,28,77.7,1
Tomato,Red Soil,Vegetative Growth / Root or Tuber Development,50,28,82.7,0
Carrot,Clay Soil,Vegetative Growth / Root or Tuber Development,41,30,82.6,0
Wheat,Alluvial Soil,Pollination,50,41,32.0,0
Tomato,Red Soil,Germination,13,18,87.2,1
Tomato,Loam Soil,Vegetative Growth / Root or Tuber Development,91,15,91.0,0
Potato,Clay Soil,Maturation,30,19,58.4,0
Wheat,Red Soil,Seedling Stage,69,41,30.1,1
Potato,Loam Soil,Fruit/Grain/Bulb Formation,42,36,29.6,1
Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,71,16,90.2,0
Tomato,Red Soil,Flowering,32,34,56.4,1
Chilli,Clay Soil,Flowering,81,21,80.4,0
Potato,Sandy Soil,Seedling Stage,39,19,83.8,1
Wheat,Red Soil,Pollination,15,26,83.9,0
Potato,Loam Soil,Seedling Stage,58,20,76.9,0
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,78,43,22.1,0
Wheat,Red Soil,Maturation,21,17,88.4,0
Wheat,Sandy Soil,Germination,4,26,80.9,1
Potato,Red Soil,Pollination,4,16,90.1,0
Carrot,Loam Soil,Germination,50,31,88.0,0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,60,15,87.4,0
Wheat,Black Soil,Harvest,12,39,48.7,1
Wheat,Red Soil,Harvest,89,24,89.5,0
Wheat,Clay Soil,Flowering,42,32,63.8,0
Wheat,Clay Soil,Fruit/Grain/Bulb Formation,74,36,28.3,1
Wheat,Sandy Soil,Flowering,17,15,90.3,0
Potato,Sandy Soil,Flowering,9,42,25.1,1
Wheat,Red Soil,Harvest,7,23,66.5,0
Wheat,Clay Soil,Fruit/Grain/Bulb Formation,86,35,78.0,0
Tomato,Loam Soil,Seedling Stage,68,35,37.6,1
Wheat,Chalky Soil,Vegetative Growth / Root or Tuber Development,55,42,21.3,0
Wheat,Loam Soil,Fruit/Grain/Bulb Formation,46,32,50.5,0
Wheat,Chalky Soil,Seedling Stage,43,15,90.0,0
Carrot,Red Soil,Vegetative Growth / Root or Tuber Development,14,36,59.9,1
Carrot,Sandy Soil,Pollination,20,16,91.0,0
Carrot,Sandy Soil,Flowering,3,35,40.1,1
Carrot,Clay Soil,Vegetative Growth / Root or Tuber Development,92,15,91.0,0
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,34,14,90.7,0
Wheat,Loam Soil,Flowering,19,44,35.9,1
Wheat,Red Soil,Germination,68,15,89.6,0
Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,75,27,71.7,0
Carrot,Sandy Soil,Germination,73,37,38.7,0
Carrot,Clay Soil,Vegetative Growth / Root or Tuber Development,18,29,59.5,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,77,34,47.5,1
Wheat,Clay Soil,Flowering,17,41,39.5,0
Wheat,Clay Soil,Germination,97,28,63.1,0
Carrot,Loam Soil,Germination,32,20,90.1,0
Tomato,Red Soil,Vegetative Growth / Root or Tuber Development,82,22,74.9,1
Wheat,Loam Soil,Seedling Stage,13,27,63.7,0
Tomato,Alluvial Soil,Germination,14,24,84.0,0
Wheat,Black Soil,Flowering,6,15,90.8,0
Potato,Loam Soil,Germination,33,22,89.6,0
Chilli,Black Soil,Seedling Stage,53,33,32.2,1
Tomato,Sandy Soil,Vegetative Growth / Root or Tuber Development,45,17,90.9,0
Wheat,Red Soil,Vegetative Growth / Root or Tuber Development,40,23,83.4,0
Wheat,Black Soil,Maturation,60,32,44.0,0
Wheat,Red Soil,Vegetative Growth / Root or Tuber Development,96,28,83.7,0
Chilli,Red Soil,Vegetative Growth / Root or Tuber Development,44,40,26.4,0
Potato,Alluvial Soil,Germination,39,21,89.9,0
Wheat,Alluvial Soil,Flowering,5,32,38.1,0
Carrot,Loam Soil,Vegetative Growth / Root or Tuber Development,7,18,86.3,0
Chilli,Loam Soil,Germination,85,38,36.3,0
Potato,Red Soil,Vegetative Growth / Root or Tuber Development,71,43,43.2,0
Wheat,Clay Soil,Vegetative Growth / Root or Tuber Development,33,44,22.2,0
Tomato,Chalky Soil,Seedling Stage,24,34,40.2,1
Tomato,Clay Soil,Germination,57,35,40.4,0
Wheat,Red Soil,Pollination,3,26,70.3,0
Carrot,Red Soil,Fruit/Grain/Bulb Formation,71,27,86.9,0
Chilli,Sandy Soil,Germination,26,33,62.9,1
Tomato,Sandy Soil,Germination,3,19,86.7,0
Tomato,Loam Soil,Germination,22,32,55.7,1
Potato,Black Soil,Vegetative Growth / Root or Tuber Development,34,45,25.9,1
Chilli,Clay Soil,Germination,29,15,87.3,0
Chilli,Black Soil,Flowering,10,28,42.9,0
Potato,Sandy Soil,Flowering,48,38,23.2,1
Wheat,Black Soil,Germination,13,19,83.5,0
Wheat,Red Soil,Vegetative Growth / Root or Tuber Development,51,26,82.6,0
Carrot,Red Soil,Vegetative Growth / Root or Tuber Development,80,25,80.2,0
Chilli,Chalky Soil,Flowering,69,18,90.2,0
Wheat,Clay Soil,Vegetative Growth / Root or Tuber Development,61,37,43.9,0
Carrot,Black Soil,Germination,55,40,24.3,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,46,41,53.5,1
Potato,Loam Soil,Flowering,60,18,88.7,0
Wheat,Clay Soil,Vegetative Growth / Root or Tuber Development,43,21,88.4,0
Wheat,Clay Soil,Vegetative Growth / Root or Tuber Development,54,32,67.6,1
Wheat,Black Soil,Fruit/Grain/Bulb Formation,19,18,89.3,0
Wheat,Black Soil,Flowering,19,21,88.3,0
Wheat,Clay Soil,Flowering,46,15,90.5,0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,89,46,18.1,1
Tomato,Clay Soil,Germination,32,44,22.1,1
Carrot,Clay Soil,Vegetative Growth / Root or Tuber Development,66,17,90.8,0
Chilli,Clay Soil,Seedling Stage,54,27,41.1,1
Chilli,Chalky Soil,Pollination,81,25,79.4,1
Carrot,Black Soil,Germination,10,18,88.4,1
Tomato,Sandy Soil,Germination,33,34,39.6,1
Carrot,Clay Soil,Pollination,66,33,61.9,0
Chilli,Loam Soil,Flowering,9,17,91.0,1
Carrot,Black Soil,Seedling Stage,46,42,29.3,0
Wheat,Red Soil,Harvest,41,44,19.6,1
Wheat,Red Soil,Vegetative Growth / Root or Tuber Development,82,40,58.5,1
Potato,Red Soil,Harvest,7,21,79.5,1
Potato,Alluvial Soil,Seedling Stage,18,24,85.5,1
Wheat,Black Soil,Harvest,13,30,69.3,0
Wheat,Chalky Soil,Vegetative Growth / Root or Tuber Development,3,18,81.8,0
Potato,Sandy Soil,Seedling Stage,37,25,82.5,1
Wheat,Alluvial Soil,Pollination,5,15,90.8,0
Wheat,Clay Soil,Harvest,60,40,50.6,0
Wheat,Clay Soil,Pollination,81,18,83.2,0
Wheat,Red Soil,Seedling Stage,90,44,19.8,1
Potato,Alluvial Soil,Flowering,50,43,19.5,0
Wheat,Clay Soil,Seedling Stage,30,38,34.2,1
Potato,Loam Soil,Pollination,27,15,89.2,0
Tomato,Black Soil,Flowering,65,46,16.2,1
Wheat,Sandy Soil,Flowering,59,19,83.9,0
Carrot,Clay Soil,Seedling Stage,46,27,69.6,1
Tomato,Alluvial Soil,Vegetative Growth / Root or Tuber Development,14,19,85.1,1
Carrot,Red Soil,Seedling Stage,76,39,45.0,1
Wheat,Clay Soil,Flowering,4,14,90.2,0
Carrot,Sandy Soil,Germination,21,40,30.4,0
Carrot,Loam Soil,Maturation,94,20,87.2,0
Tomato,Sandy Soil,Pollination,51,34,77.7,1
Wheat,Loam Soil,Vegetative Growth / Root or Tuber Development,95,17,90.2,0
Wheat,Clay Soil,Flowering,25,31,41.5,0
Wheat,Clay Soil,Pollination,74,44,17.0,0
Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,43,37,26.0,0
Potato,Red Soil,Maturation,34,32,40.7,0
Wheat,Sandy Soil,Harvest,11,20,84.2,0
Potato,Red Soil,Pollination,63,27,68.6,0
Tomato,Loam Soil,Germination,85,17,88.5,0
Wheat,Loam Soil,Germination,4,17,90.2,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,39,42,40.9,1
Potato,Sandy Soil,Seedling Stage,76,14,90.9,0
Wheat,Red Soil,Harvest,44,36,59.3,0
Tomato,Clay Soil,Seedling Stage,50,35,57.7,0
Carrot,Chalky Soil,Vegetative Growth / Root or Tuber Development,48,39,26.2,0
Carrot,Sandy Soil,Pollination,3,22,89.9,0
Wheat,Sandy Soil,Flowering,43,41,16.9,1
Chilli,Clay Soil,Seedling Stage,33,32,55.2,1
Wheat,Sandy Soil,Germination,47,26,88.2,1
Potato,Sandy Soil,Flowering,37,31,75.6,0
Wheat,Loam Soil,Seedling Stage,18,37,36.7,1
Wheat,Black Soil,Harvest,92,39,18.4,0
Carrot,Clay Soil,Flowering,6,23,83.4,0
Carrot,Alluvial Soil,Pollination,4,30,79.5,1
Wheat,Black Soil,Seedling Stage,71,23,87.2,0
Tomato,Sandy Soil,Flowering,24,42,41.5,1
Tomato,Clay Soil,Fruit/Grain/Bulb Formation,44,16,89.9,0
Wheat,Sandy Soil,Flowering,37,26,50.1,1
Tomato,Sandy Soil,Germination,21,33,57.2,0
Wheat,Clay Soil,Maturation,92,34,64.0,0
Tomato,Sandy Soil,Vegetative Growth / Root or Tuber Development,58,23,89.7,1
Wheat,Loam Soil,Germination,29,35,44.3,1
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,4,14,91.0,0
Wheat,Alluvial Soil,Pollination,81,32,56.2,0
Wheat,Red Soil,Harvest,72,43,33.9,0
Tomato,Loam Soil,Maturation,86,31,85.1,0
Wheat,Black Soil,Germination,52,40,33.0,0
Wheat,Sandy Soil,Maturation,14,16,89.7,1
Carrot,Red Soil,Flowering,66,35,50.5,1
Carrot,Clay Soil,Maturation,32,27,72.2,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,7,15,88.5,0
Tomato,Black Soil,Vegetative Growth / Root or Tuber Development,58,23,71.6,1
Chilli,Loam Soil,Germination,67,37,43.1,0
Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,31,21,85.4,1
Potato,Loam Soil,Flowering,92,42,21.1,1
Potato,Red Soil,Vegetative Growth / Root or Tuber Development,60,37,46.7,0
Carrot,Loam Soil,Flowering,87,33,49.2,1
Wheat,Alluvial Soil,Seedling Stage,17,22,86.8,1
Carrot,Loam Soil,Germination,19,26,74.9,1
Wheat,Red Soil,Vegetative Growth / Root or Tuber Development,77,45,25.9,0
Chilli,Clay Soil,Germination,31,20,65.4,0
Wheat,Red Soil,Pollination,88,18,83.8,1
Potato,Alluvial Soil,Flowering,70,39,56.2,0
Wheat,Black Soil,Pollination,27,32,68.4,1
Chilli,Red Soil,Seedling Stage,45,20,85.0,0
Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,96,44,33.2,1
Wheat,Chalky Soil,Seedling Stage,8,17,86.6,0
Chilli,Chalky Soil,Flowering,55,30,47.5,0
Wheat,Clay Soil,Harvest,90,43,41.4,0
Carrot,Sandy Soil,Germination,53,17,66.8,0
Carrot,Chalky Soil,Seedling Stage,17,39,24.6,1
Carrot,Chalky Soil,Seedling Stage,29,20,90.2,1
Wheat,Clay Soil,Vegetative Growth / Root or Tuber Development,86,22,79.0,0
Wheat,Black Soil,Harvest,38,34,46.4,1
Wheat,Clay Soil,Vegetative Growth / Root or Tuber Development,35,40,47.0,0
Carrot,Sandy Soil,Flowering,16,27,89.0,1
Wheat,Black Soil,Maturation,83,16,90.2,0
Wheat,Black Soil,Pollination,17,31,43.2,0
Wheat,Sandy Soil,Maturation,67,39,69.6,1
Chilli,Loam Soil,Germination,35,32,70.4,1
Potato,Red Soil,Vegetative Growth / Root or Tuber Development,55,17,89.5,0
Tomato,Loam Soil,Seedling Stage,66,38,43.8,0
Chilli,Chalky Soil,Germination,97,24,64.8,0
Tomato,Chalky Soil,Seedling Stage,86,15,90.7,1
Wheat,Red Soil,Vegetative Growth / Root or Tuber Development,71,37,52.2,0
Chilli,Sandy Soil,Harvest,38,18,90.9,0
Wheat,Red Soil,Fruit/Grain/Bulb Formation,62,29,46.6,0
Wheat,Sandy Soil,Seedling Stage,75,38,52.8,0
Chilli,Red Soil,Vegetative Growth / Root or Tuber Development,39,46,16.4,1
Tomato,Loam Soil,Germination,46,45,17.5,1
Wheat,Black Soil,Fruit/Grain/Bulb Formation,86,28,73.0,0
Tomato,Sandy Soil,Vegetative Growth / Root or Tuber Development,92,28,44.9,0
Wheat,Red Soil,Germination,80,31,57.1,0
Potato,Sandy Soil,Seedling Stage,43,26,84.4,0
Carrot,Sandy Soil,Seedling Stage,42,26,79.7,1
Wheat,Black Soil,Pollination,64,26,79.0,1
Wheat,Red Soil,Pollination,64,15,89.9,0
Wheat,Sandy Soil,Flowering,28,24,80.7,0
Tomato,Red Soil,Germination,10,24,87.8,0
Chilli,Sandy Soil,Vegetative Growth / Root or Tuber Development,33,37,57.1,0
Wheat,Sandy Soil,Flowering,4,16,90.8,0
Tomato,Sandy Soil,Germination,51,21,81.5,1
Wheat,Clay Soil,Seedling Stage,35,35,71.3,0
Tomato,Alluvial Soil,Germination,5,24,55.6,0
Wheat,Clay Soil,Maturation,91,35,82.0,0
Wheat,Clay Soil,Vegetative Growth / Root or Tuber Development,79,41,40.7,1
Tomato,Sandy Soil,Germination,50,44,18.3,1
Potato,Clay Soil,Maturation,70,41,22.9,0
Potato,Sandy Soil,Flowering,9,27,73.2,1
Carrot,Loam Soil,Flowering,71,31,70.4,0
Wheat,Clay Soil,Vegetative Growth / Root or Tuber Development,17,41,41.0,1
Wheat,Loam Soil,Pollination,60,45,44.4,1
Carrot,Clay Soil,Vegetative Growth / Root or Tuber Development,9,36,65.1,0
Potato,Clay Soil,Germination,30,16,90.9,1
Chilli,Red Soil,Vegetative Growth / Root or Tuber Development,19,29,72.0,1
Wheat,Red Soil,Germination,39,23,87.9,0
Tomato,Red Soil,Germination,15,40,33.5,1
Wheat,Clay Soil,Seedling Stage,15,28,65.6,1
Tomato,Alluvial Soil,Vegetative Growth / Root or Tuber Development,14,22,73.4,1
Carrot,Red Soil,Seedling Stage,78,25,73.3,1
Wheat,Black Soil,Flowering,14,21,83.2,0
Wheat,Sandy Soil,Germination,79,30,79.1,0
Wheat,Clay Soil,Seedling Stage,60,16,86.8,0
Tomato,Clay Soil,Germination,66,32,68.0,1
Tomato,Red Soil,Seedling Stage,28,16,90.3,1
Wheat,Red Soil,Seedling Stage,25,28,57.3,1
Tomato,Sandy Soil,Vegetative Growth / Root or Tuber Development,78,39,32.2,0
Chilli,Clay Soil,Germination,4,31,67.7,0
Wheat,Chalky Soil,Fruit/Grain/Bulb Formation,81,33,71.5,1
Wheat,Loam Soil,Pollination,34,40,17.8,1
Wheat,Loam Soil,Germination,88,28,60.3,0
Carrot,Clay Soil,Vegetative Growth / Root or Tuber Development,52,16,87.7,1
Potato,Sandy Soil,Seedling Stage,59,29,76.8,0
Potato,Sandy Soil,Pollination,24,42,31.3,0
Carrot,Clay Soil,Seedling Stage,44,32,78.3,0
Wheat,Chalky Soil,Seedling Stage,7,37,69.3,1
Carrot,Clay Soil,Germination,13,24,56.2,1
Wheat,Sandy Soil,Flowering,74,30,54.2,0
Wheat,Red Soil,Vegetative Growth / Root or Tuber Development,37,17,85.4,1
Wheat,Red Soil,Seedling Stage,69,28,86.0,0
Potato,Red Soil,Germination,36,18,90.8,0
Tomato,Loam Soil,Seedling Stage,49,43,22.0,0
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,74,33,58.4,1
Carrot,Red Soil,Pollination,52,24,63.1,0
Potato,Clay Soil,Flowering,24,35,60.1,1
Tomato,Loam Soil,Harvest,40,20,88.6,0
Carrot,Clay Soil,Flowering,98,21,81.8,0
Chilli,Clay Soil,Germination,3,23,83.9,0
Wheat,Alluvial Soil,Pollination,14,35,65.4,0
Wheat,Black Soil,Pollination,81,41,35.0,1
Potato,Alluvial Soil,Flowering,42,45,33.4,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,32,22,59.3,0
Wheat,Red Soil,Flowering,7,20,89.6,1
Wheat,Loam Soil,Flowering,85,16,89.3,0
Potato,Sandy Soil,Pollination,6,14,91.0,0
Carrot,Loam Soil,Fruit/Grain/Bulb Formation,29,28,50.0,1
Tomato,Loam Soil,Seedling Stage,57,15,91.0,0
Potato,Sandy Soil,Germination,88,32,70.3,0
Wheat,Sandy Soil,Maturation,17,21,87.2,1
Carrot,Sandy Soil,Germination,80,17,83.9,0
Wheat,Clay Soil,Vegetative Growth / Root or Tuber Development,68,40,35.6,1
Wheat,Black Soil,Flowering,20,20,88.9,0
Chilli,Red Soil,Maturation,72,16,90.6,0
Potato,Black Soil,Maturation,52,15,90.7,0
Carrot,Loam Soil,Germination,8,23,78.1,0
Carrot,Sandy Soil,Harvest,27,26,74.7,0
Wheat,Loam Soil,Germination,39,17,90.3,0
Tomato,Loam Soil,Vegetative Growth / Root or Tuber Development,87,43,24.5,0
Carrot,Clay Soil,Pollination,34,15,90.9,0
Potato,Sandy Soil,Vegetative Growth / Root or Tuber Development,4,15,90.7,0
Wheat,Loam Soil,Harvest,84,32,80.6,1
Wheat,Sandy Soil,Flowering,72,17,88.7,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,35,16,90.8,0
Potato,Clay Soil,Fruit/Grain/Bulb Formation,9,32,68.1,1
Potato,Black Soil,Seedling Stage,41,41,21.7,1
Carrot,Loam Soil,Germination,29,44,18.7,1
Chilli,Red Soil,Vegetative Growth / Root or Tuber Development,24,18,90.7,0
Wheat,Loam Soil,Pollination,53,33,53.0,0
Tomato,Clay Soil,Seedling Stage,42,28,60.5,1
Chilli,Clay Soil,Seedling Stage,34,36,46.7,0
Wheat,Black Soil,Harvest,18,35,45.6,1
Potato,Alluvial Soil,Vegetative Growth / Root or Tuber Development,77,16,90.9,0
Wheat,Sandy Soil,Germination,41,26,79.8,0
Tomato,Clay Soil,Pollination,19,32,43.3,1
Potato,Black Soil,Seedling Stage,74,34,67.4,0
Wheat,Red Soil,Germination,23,32,45.5,0
Tomato,Red Soil,Flowering,56,37,54.4,1
Chilli,Sandy Soil,Germination,19,30,53.7,1
Wheat,Red Soil,Fruit/Grain/Bulb Formation,5,21,78.9,0
Wheat,Sandy Soil,Seedling Stage,67,27,89.0,0
Tomato,Black Soil,Fruit/Grain/Bulb Formation,25,33,57.9,1
Potato,Clay Soil,Seedling Stage,55,30,78.9,0
Potato,Red Soil,Pollination,81,17,63.3,0
Chilli,Alluvial Soil,Flowering,29,24,57.3,0
Chilli,Clay Soil,Germination,13,29,67.9,1
Potato,Clay Soil,Flowering,37,36,28.0,1
Tomato,Red Soil,Pollination,45,18,89.9,0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,9,16,90.9,0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,77,40,45.8,0
Tomato,Red Soil,Germination,23,19,87.5,0
Wheat,Black Soil,Seedling Stage,9,22,89.0,1
Carrot,Sandy Soil,Flowering,28,43,20.6,1
Carrot,Red Soil,Germination,74,15,90.9,0
Wheat,Sandy Soil,Harvest,90,31,44.9,0
Tomato,Sandy Soil,Seedling Stage,90,30,85.6,0
Carrot,Clay Soil,Harvest,76,19,86.5,1
Wheat,Red Soil,Flowering,4,36,64.9,0
Chilli,Clay Soil,Pollination,13,33,66.0,1
Wheat,Sandy Soil,Germination,50,41,28.7,0
Potato,Sandy Soil,Seedling Stage,28,44,18.0,1
Wheat,Black Soil,Germination,23,24,76.3,0
Chilli,Sandy Soil,Vegetative Growth / Root or Tuber Development,37,19,90.2,1
Carrot,Red Soil,Vegetative Growth / Root or Tuber Development,43,16,89.4,0
Wheat,Sandy Soil,Flowering,6,31,81.3,1
Carrot,Alluvial Soil,Germination,63,45,36.1,0
Potato,Sandy Soil,Germination,76,39,27.4,1
Potato,Clay Soil,Fruit/Grain/Bulb Formation,39,36,42.0,1
Tomato,Red Soil,Pollination,93,31,65.0,1
Tomato,Red Soil,Pollination,46,35,33.8,0
Wheat,Alluvial Soil,Harvest,27,17,88.6,0
Chilli,Sandy Soil,Seedling Stage,35,24,57.1,0
Wheat,Red Soil,Germination,44,22,90.5,0
Chilli,Clay Soil,Germination,19,30,60.6,1
Chilli,Sandy Soil,Germination,28,14,91.0,0
Wheat,Clay Soil,Pollination,7,38,61.2,1
Wheat,Sandy Soil,Maturation,89,31,65.2,0
Potato,Red Soil,Fruit/Grain/Bulb Formation,33,41,43.3,0
Tomato,Clay Soil,Germination,51,45,17.7,1
Wheat,Clay Soil,Flowering,55,16,89.0,0
Wheat,Black Soil,Pollination,15,44,42.7,1
Wheat,Black Soil,Maturation,68,23,65.8,0
Wheat,Loam Soil,Pollination,78,20,89.6,0
Tomato,Red Soil,Seedling Stage,90,36,72.6,0
Carrot,Clay Soil,Seedling Stage,51,17,85.3,0
Wheat,Loam Soil,Harvest,42,19,86.8,1
Wheat,Sandy Soil,Germination,2,18,90.6,0
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,3,21,79.8,1
Wheat,Black Soil,Pollination,12,46,16.0,1
Wheat,Black Soil,Harvest,84,24,78.9,0
Carrot,Red Soil,Vegetative Growth / Root or Tuber Development,37,32,78.9,0
Chilli,Red Soil,Seedling Stage,50,36,47.5,0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,47,28,62.9,0
Carrot,Clay Soil,Flowering,18,46,16.2,1
Tomato,Alluvial Soil,Seedling Stage,22,21,64.9,0
Potato,Black Soil,Fruit/Grain/Bulb Formation,66,18,74.9,0
Wheat,Red Soil,Vegetative Growth / Root or Tuber Development,51,30,88.8,0
Potato,Black Soil,Pollination,43,34,50.3,0
Wheat,Clay Soil,Flowering,11,22,78.8,0
Carrot,Red Soil,Vegetative Growth / Root or Tuber Development,19,18,91.0,0
Wheat,Sandy Soil,Germination,89,25,88.3,0
Tomato,Sandy Soil,Flowering,26,17,88.3,0
Wheat,Clay Soil,Maturation,29,33,69.4,1
Wheat,Loam Soil,Flowering,27,36,36.5,0
Wheat,Clay Soil,Vegetative Growth / Root or Tuber Development,26,41,57.1,0
Tomato,Clay Soil,Vegetative Growth / Root or Tuber Development,26,14,91.0,0
Chilli,Red Soil,Germination,44,45,18.5,1
Chilli,Clay Soil,Germination,67,44,19.7,0
Wheat,Black Soil,Flowering,17,21,26.9,0
Carrot,Loam Soil,Pollination,76,35,37.1,0
Tomato,Chalky Soil,Pollination,88,42,30.0,0
Potato,Black Soil,Flowering,75,20,72.4,1
Wheat,Alluvial Soil,Seedling Stage,2,28,73.6,0
Potato,Black Soil,Vegetative Growth / Root or Tuber Development,55,18,90.8,0
Wheat,Clay Soil,Vegetative Growth / Root or Tuber Development,86,33,28.7,1
Wheat,Black Soil,Seedling Stage,18,41,30.6,1
Chilli,Sandy Soil,Maturation,33,18,87.0,0
Wheat,Loam Soil,Fruit/Grain/Bulb Formation,64,30,65.2,1
Chilli,Sandy Soil,Seedling Stage,40,15,90.8,0
Chilli,Loam Soil,Germination,19,15,90.9,0
Potato,Black Soil,Harvest,30,35,34.0,0
Chilli,Chalky Soil,Germination,57,31,35.8,1
Wheat,Clay Soil,Germination,52,21,83.7,0
Chilli,Loam Soil,Pollination,50,19,90.8,0
Tomato,Loam Soil,Germination,49,41,16.5,0
Wheat,Red Soil,Vegetative Growth / Root or Tuber Development,40,24,42.2,1
Chilli,Clay Soil,Vegetative Growth / Root or Tuber Development,82,17,90.5,0
Carrot,Clay Soil,Flowering,32,31,71.3,1
Carrot,Alluvial Soil,Vegetative Growth / Root or Tuber Development,42,25,90.4,0
Potato,Loam Soil,Pollination,49,42,28.7,0
Wheat,Sandy Soil,Pollination,47,18,87.3,0
Tomato,Clay Soil,Vegetative Growth / Root or Tuber Development,55,22,90.0,0
Tomato,Loam Soil,Germination,65,29,61.0,0
Carrot,Clay Soil,Seedling Stage,89,25,65.0,0
Potato,Red Soil,Seedling Stage,31,43,41.2,1
Potato,Black Soil,Pollination,32,36,27.9,0
Wheat,Black Soil,Pollination,13,15,89.6,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,46,21,65.8,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,27,40,39.5,0
Wheat,Red Soil,Flowering,73,30,85.0,1
Wheat,Alluvial Soil,Maturation,74,31,78.4,0
Wheat,Red Soil,Maturation,25,18,84.0,1
Carrot,Alluvial Soil,Pollination,31,31,31.7,0
Wheat,Loam Soil,Seedling Stage,36,42,49.0,1
Chilli,Sandy Soil,Vegetative Growth / Root or Tuber Development,92,19,87.9,0
Potato,Sandy Soil,Vegetative Growth / Root or Tuber Development,100,25,46.5,1
Potato,Loam Soil,Maturation,68,24,73.4,0
Carrot,Red Soil,Fruit/Grain/Bulb Formation,70,17,89.0,1
Potato,Sandy Soil,Seedling Stage,84,31,57.9,1
Tomato,Loam Soil,Harvest,7,39,63.4,1
Potato,Sandy Soil,Pollination,68,31,72.2,0
Chilli,Alluvial Soil,Vegetative Growth / Root or Tuber Development,7,36,27.8,1
Wheat,Loam Soil,Maturation,34,38,49.4,1
Potato,Red Soil,Vegetative Growth / Root or Tuber Development,45,42,24.7,0
Potato,Chalky Soil,Seedling Stage,2,30,75.8,1
Potato,Black Soil,Germination,39,17,88.3,0
Carrot,Sandy Soil,Harvest,62,16,90.8,0
Chilli,Chalky Soil,Germination,62,42,34.0,0
Potato,Red Soil,Maturation,29,39,20.9,0
Wheat,Red Soil,Pollination,13,32,50.3,0
Potato,Chalky Soil,Pollination,17,26,77.3,1
Carrot,Alluvial Soil,Fruit/Grain/Bulb Formation,67,29,69.0,0
Chilli,Clay Soil,Seedling Stage,93,18,88.4,0
Potato,Black Soil,Flowering,36,23,75.4,0
Wheat,Red Soil,Seedling Stage,72,28,57.1,1
Potato,Sandy Soil,Maturation,77,22,73.5,0
Tomato,Loam Soil,Germination,44,16,85.3,0
Wheat,Clay Soil,Seedling Stage,73,44,28.1,1
Chilli,Loam Soil,Germination,85,14,91.0,0
